ID;Nome;Sexo;Idade;Estado Civil;Identidade;CPF;Cidade;UF;Região;Nº Filhos;Altura;Peso;Saúde;Signo;Telefone Celular;Uso do Celular;Internet;E-mail;Banco;Saldo em Conta;Cartão de Crédito;Dívida no Cartão;TV;Gosta de Games;Gosta de Filmes;Lê Livros;Casa Própria;Ocupação ou Trabalho;Carro;Marca do Carro;Custo Combustivel Mensal;Comida;Ir ao Restaurante;Fruta;Flor;Animal;Esporte;Time de Futebol;Escola do Filhos;Mensalidade Escola;
id-0004231;Fabiana;Feminino;70;Divorciada;Y739729727;45677328908;Tucano;BA;Região Nordeste;1;1,97;100;Não Alérgica;Leão;903489663;Whatsapp;Banda Larga;fabiana@gmail.com;Santander;202506;Mastercard;Não;TV pela internet;Não Gosta;Não Gosta;Não;Própria;Produção Têxtil;Celer;Chery;203;Buchada de bode;Não Gosta;Durião;Colchão-de-noiva;Lagarto;Tourada;Stoke City;Particular;586;
id-0004232;Elsie;Feminino;85;Solteira;Y032636278;80152432269;Brejinho;PE;Região Nordeste;2;1,55;107;Não Alérgica;Leão;962893796;Celular;Banda Larga;elsie_727@uol.com;Caixa Econômica;803003;Visa;Não;TV pela internet;Não Gosta;Gosta;Não;Própria;Engenharia Têxtil;M2 Competition;BMW;240;Sarapatel;Não Gosta;Abacaxi ;Bulbine;Rinoceronte;Rodeio;Itabaiana;Particular;378;
id-0004233;Brenda;Feminino;53;Casada;W167832710;02528426949;Esplanada;BA;Região Nordeste;1;1,53;108;Não Alérgica;Sagitário;955174143;Celular;4G;brenda@outlook.com;Caixa Econômica;159444;Elo;Sim;TV aberta;Não Gosta;Não Gosta;Raramente;Própria;Gestão Pública;EJ 1;CBP;184;Café coado no filtro de pano;Gosta;Cupuaçu;Moreia-bicolor;Cefo;Esportes de Inverno;Alto Acre;Particular;377;
id-0004234;Sabrina;Feminino;33;Divorciada;M502645672;00219058508;Santo Antônio de Pádua;RJ;Região Sudeste;0;1,61;92;Não Alérgica;Virgem;922719981;Celular;Wifi;sabrina_790@outlook.com;Banco do Brasil;994238;Visa;Não;TV por assinatura;Gosta;Não Gosta;Raramente;Emprestada;Design de Games;SP1;Volkswagen;161;Brigadeiro;Gosta;Fruta-pão;Érica Erva-de-gato;Gerbilo;Esqui Aquático;Avaí;Não;x;
id-0004235;Ingrid;Feminino;57;Divorciada;Y634114354;78691847823;Cachoeira de Goiás;GO;Região Centro-Oeste;0;1,95;100;Não Alérgica;Capricórnio;959125097;Celular;Não tem internet;ingrid@yahoo.com;Santander;183481;Elo;Sim;TV aberta;Não Gosta;Gosta;Não;Emprestada;Rochas Ornamentais;Duster Oroch;Renault;105;Umbu em natura;Não Gosta;Mirtilo ;Boca-de-leão;Lagarto;Surf;Coruripe;Não;x;
id-0004236;Matheus;Masculino;50;Divorciado;W631463133;96065007563;Fartura do Piauí;PI;Região Nordeste;1;1,81;109;Não Alérgico;Sagitário;944347301;Celular;Wifi;matheus_120@terra.com;Banco do Brasil;631999;American Express;Não;TV aberta;Não Gosta;Gosta;Não;Própria;Física;JAC J2 ;JAC;117;Sorvete de cupuaçu;Gosta;Sapucaia;Lobélia-azul;Serpente;Beisebol;Araçatuba;Particular;503;
id-0004237;William;Masculino;58;Divorciado;M996475630;69743322153;Mucambo;CE;Região Nordeste;4;1,79;67;Não Alérgico;Câncer;970032574;Celular;Wifi;william_854@gmail.com;Itaú;997851;Hipercard;Sim;TV por assinatura;Gosta;Não Gosta;Raramente;Alugada;Naturologia;Palio;Fiat;229;Maniçoba;Não Gosta;Cagaita;Cambará;Gato;Squash;Independente-AP;Particular;547;
id-0004238;Diana;Feminino;51;Divorciada;R053750186;20470412931;Carambeí;PR;Região Sul;2;1,60;96;Alérgica;Libra;929268189;Celular;Banda Larga;diana_419@gmail.com;Santander;716662;Mastercard;Sim;TV pela internet;Não Gosta;Não Gosta;Uma vez por mês;Própria;Administração Pública;Esplanada;Simca;167;Quindim;Gosta;Pulasan;Gérbera;Lontra;Biribol;Guaratinguetá;Pública;0;
id-0004239;Bruno;Masculino;36;Casado;W824756290;99452119044;Cachoeira do Sul;RS;Região Sul;0;1,87;109;Alérgico;Escorpião;910822192;Celular;4G;bruno_122@bol.com;Banco do Brasil;498672;Hipercard;Não;TV pela internet;Não Gosta;Não Gosta;Toda semana;Alugada;Teatro;H1;Lobini;283;Pingado de padaria;Gosta;Laranja ;Bananeira-ornamental;Naja;Surf;Foz do Iguaçu;Não;x;
id-0004240;Benjamin;Masculino;22;Solteiro;Y402289112;23213711681;Belmonte;BA;Região Nordeste;3;1,64;98;Não Alérgico;Áries;901078202;Whatsapp;Não tem internet;benjamin@gmail.com;Santander;226668;Hipercard;Não;TV por assinatura;Não Gosta;Gosta;Raramente;Própria;Naturologia;Envesa 4;Envesa;84;Churrasco;Gosta;Maçã ;Verônica;Pelicano;Corfebol;Americano-MA;Particular;567;
id-0004241;Juliano;Masculino;38;Solteiro;M083046050;19331742147;Macaubal;SP;Região Sudeste;3;1,66;83;Não Alérgico;Virgem;900681533;Celular;4G;juliano_581@uol.com;Banco do Brasil;439942;Hipercard;Não;TV por assinatura;Não Gosta;Gosta;Raramente;Alugada;Engenharia de Produção;Versa;Nissan;308;Arroz carreteiro;Não Gosta;Cajá-manga;Lavanda;Camelo;Bodyboard;Náuas;Particular;334;
id-0004242;Mauro;Masculino;51;Casado;Y249987987;63266549418;José da Penha;RN;Região Nordeste;3;1,82;85;Não Alérgico;Sagitário;947901774;Celular;Não tem internet;mauro@yahoo.com;Bradesco;12092;Elo;Não;TV pela internet;Gosta;Não Gosta;Uma vez por mês;Alugada;Manutenção de aeronaves;Logan;Renault;57;Peixe na telha;Não Gosta;Noz Pecã;Camélia;Papa-formigas;Vôlei;Glória;Pública;0;
id-0004243;Davi Lucas;Masculino;55;Divorciado;Y056828401;60884595341;Ibaretama;CE;Região Nordeste;3;1,50;78;Não Alérgico;Virgem;920930172;Whatsapp;Banda Larga;davilucas@uol.com;Bradesco;644240;Visa;Sim;TV por assinatura;Não Gosta;Gosta;Uma vez por mês;Própria;Ciência e Tecnologia;407;Peugeot;101;Jabuticaba no pé;Gosta;Maracujá;Érica Erva-de-gato;Camelo;Pesca;Passo Fundo;Particular;537;
id-0004244;Ana Lívia;Feminino;41;Casada;Y119550895;17919612964;São Vicente do Sul;RS;Região Sul;1;1,77;101;Não Alérgica;Escorpião;945845135;Celular;Não tem internet;analivia_580@outlook.com;Itaú;400687;Elo;Não;TV pela internet;Gosta;Gosta;Uma vez por mês;Emprestada;Produção Cênica;Oggi;Fiat;261;Jaca em compota;Gosta;Pêssego ;Cleome;Ganso;Ciclismo;Vilhena;Particular;511;
id-0004245;Lídice;Feminino;75;Divorciada;R026234278;57644626945;Candeias;BA;Região Nordeste;3;1,83;90;Alérgica;Libra;957588960;Celular;Wifi;lidice_489@gmail.com;Banco do Brasil;311362;Mastercard;Não;TV aberta;Não Gosta;Gosta;Uma vez por mês;Alugada;Escrita Criativa;C4 Lounge;Citroën;343;Pitanga;Não Gosta;Pitomba;Centáurea;Ocapi;Ginástica;Linhares;Particular;525;
id-0004246;Iara;Feminino;55;Divorciada;Y960287562;67643834598;Inúbia Paulista;SP;Região Sudeste;4;1,85;90;Não Alérgica;Áries;996731795;Whatsapp;Não tem internet;iara_252@terra.com;Bradesco;902304;American Express;Sim;TV pela internet;Não Gosta;Gosta;Toda semana;Emprestada;Escrita Criativa;Fielder;Toyota;314;Doce de leite mineiro;Não Gosta;Pupunha;Confete;Hiena;Futebol Americano;Watford;Pública;0;
id-0004247;Violeta;Feminino;24;Solteira;R426043762;18610142309;Botuporã;BA;Região Nordeste;3;1,94;80;Não Alérgica;Aquário;988552539;Whatsapp;Wifi;violeta@uol.com;Bradesco;200310;Visa;Sim;TV por assinatura;Gosta;Não Gosta;Uma vez por mês;Alugada;Informática Biomédica;X11;Miura;187;Cachaça artesanal de qualidade;Gosta;Nêspera ;Columeia-peixinho;Texugo;Handebol;Rondoniense;Pública;0;
id-0004248;Lorena;Feminino;27;Casada;Y317686016;25806886497;Paudalho;PE;Região Nordeste;3;1,82;90;Não Alérgica;Touro;946801282;Whatsapp;4G;lorena_416@bol.com;Santander;522686;Elo;Sim;TV aberta;Gosta;Gosta;Não;Emprestada;Marketing;Fusca Cabriolet;Avallone;212;Batata doce assada;Não Gosta;Jerivá;Camélia;Corvo;Tênis de Mesa;Jabaquara;Particular;548;
id-0004249;André;Masculino;50;Divorciado;M406454702;58923693720;Coração de Jesus;MG;Região Sudeste;2;1,64;72;Alérgico;Gêmeos;906420939;Celular;4G;andre_747@uol.com;Banco do Brasil;51269;American Express;Sim;TV por assinatura;Não Gosta;Gosta;Toda semana;Própria;Engenharia Têxtil;F-91 Universal;DKW-Vemag;310;Pudim de leite condensado;Gosta;Nêspera ;Dedaleira;Leão do Mar;Sem preferência;Maranguape;Particular;586;
id-0004250;Luciano;Masculino;34;Casado;M354764754;23373686555;Nazaré Paulista;SP;Região Sudeste;1;1,50;86;Alérgico;Virgem;960063709;Celular;Não tem internet;luciano@terra.com;Itaú;116858;Visa;Sim;TV por assinatura;Gosta;Não Gosta;Uma vez por mês;Emprestada;Engenharia de Software;PT Cruiser;Chrysler/Dodge;61;Barreado;Gosta;Caju;Vinca-pendente;Búfalo Americano;Futebol Americano;São Paulo;Pública;0;
id-0004251;Milene;Feminino;51;Divorciada;Y197745512;71005725356;Nova Esperança do Piriá;PA;Região Norte;3;1,95;108;Não Alérgica;Sagitário;961706757;Celular;4G;milene_962@terra.com;Santander;920884;American Express;Sim;TV pela internet;Não Gosta;Gosta;Uma vez por mês;Alugada;Terapia Ocupacional;Ventura conversível;L'Automobile/L'Auto Craft;84;Canjica doce;Não Gosta;Babaco;Abéliatulipaborda;Carneiro;Badminton;Suíça;Particular;600;
id-0004252;Estela;Feminino;72;Casada;W801122740;31339023134;Bodocó;PE;Região Nordeste;2;1,94;108;Alérgica;Touro;947841068;Celular;4G;estela@gmail.com;Caixa Econômica;393841;Mastercard;Não;TV pela internet;Gosta;Gosta;Raramente;Alugada;Agronegócios e Agropecuária;Z3;BMW;332;Bala de banana;Gosta;Butiá;Açucena;Elefante;Tiro;Guarani-MG;Pública;0;
id-0004253;Mariana;Feminino;46;Solteira;W522726737;51671727562;Acará;PA;Região Norte;2;1,56;62;Não Alérgica;Aquário;986744768;Whatsapp;4G;mariana_535@gmail.com;Bradesco;376267;Diners Club;Sim;TV por assinatura;Não Gosta;Gosta;Toda semana;Emprestada;Engenharia de Petróleo;WRX;Subaru;106;Pizza assado no forno à lenha;Gosta;Jamelão;Columeia-peixinho;Lémure;Hóquei;Altos;Particular;316;
id-0004254;Yasmin;Feminino;44;Divorciada;M988244640;46923071213;Tasso Fragoso;MA;Região Nordeste;0;1,75;89;Não Alérgica;Virgem;906132037;Whatsapp;4G;yasmin_305@terra.com;Itaú;408611;Hipercard;Não;TV por assinatura;Não Gosta;Gosta;Raramente;Emprestada;Geografia;Grand Caravan;Chrysler/Dodge;186;Brigadeiro;Não Gosta;Granadilla;Beijo-turco;Hamster;Punhobol;Barra Mansa;Não;x;
id-0004255;Adelaide;Feminino;44;Divorciada;M503255804;43161402572;Louveira;SP;Região Sudeste;1;1,62;72;Não Alérgica;Aquário;947342242;Celular;4G;adelaide@yahoo.com;Santander;713044;Diners Club;Sim;TV pela internet;Gosta;Não Gosta;Não;Própria;Energias Renováveis;DeVille;Cadillac;328;Bolo de rolo;Não Gosta;Uva ;Agapanto;Falcão;Golf;São Luiz;Pública;0;
id-0004256;Murilo;Masculino;26;Casado;W307758308;12171083277;Luiz Alves;SC;Região Sul;0;1,81;76;Não Alérgico;Áries;934816910;Whatsapp;Não tem internet;murilo@yahoo.com;Caixa Econômica;23818;Diners Club;Sim;TV pela internet;Gosta;Gosta;Raramente;Própria;Fisioterapia;CR-V;Honda;296;Sanduíche de pernil;Gosta;Cacau ;Alecrim;Búfalo Africano;Golf;Rolim de Moura;Não;x;
id-0004257;Gabrielly;Feminino;34;Solteira;R293817986;80425496154;Porto de Moz;PA;Região Norte;0;1,74;73;Não Alérgica;Touro;977566839;Whatsapp;Wifi;gabrielly@gmail.com;Caixa Econômica;144782;Visa;Não;TV pela internet;Gosta;Gosta;Não;Alugada;Não tem;Fortwo;Smart;65;Milho assado;Não Gosta;Acerola;Cravina;Anta;Navegação;Sport-ES;Não;x;
id-0004258;Anthony;Masculino;67;Casado;R158544651;16915120303;Aparecida D´oeste;SP;Região Sudeste;2;1,90;82;Não Alérgico;Áries;993261118;Whatsapp;Wifi;anthony_579@yahoo.com;Santander;100968;Hipercard;Sim;TV aberta;Gosta;Gosta;Toda semana;Própria;Comunicação das Artes do Corpo;Kia Quoris;Kia;89;Chimarrão;Não Gosta;Pinhão ;Cacto-margarida;Enguia;Beisebol;Portuguesa-RJ;Pública;0;
id-0004259;Nathan;Masculino;22;Casado;M152455453;34114726341;Boracéia;SP;Região Sudeste;3;1,80;86;Não Alérgico;Sagitário;901768130;Whatsapp;4G;nathan_082@yahoo.com;Itaú;472778;Visa;Sim;TV aberta;Gosta;Gosta;Raramente;Própria;Engenharia Agrícola;500;Fiat;272;Sanduíche de pernil;Gosta;Marolo;Boca-de-leão;Iguana;Futebol Americano;Equador;Pública;0;
id-0004260;Agnes;Feminino;28;Divorciada;Y230204539;78341753284;Jussiape;BA;Região Nordeste;4;1,61;98;Alérgica;Leão;904983718;Whatsapp;Banda Larga;agnes_774@bol.com;Bradesco;561319;Diners Club;Sim;TV pela internet;Gosta;Não Gosta;Não;Alugada;Transporte;Itaipu;Gurgel;180;Geléia de mocotó;Não Gosta;Tamarindo;Flor-borboleta;Iaque;Tchoukball;Presidente Prudente;Pública;0;
id-0004261;Elisa;Feminino;42;Casada;W608031427;55988692480;Arvorezinha;RS;Região Sul;3;1,76;99;Alérgica;Libra;938973820;Celular;4G;elisa_998@yahoo.com;Bradesco;527423;Diners Club;Sim;TV por assinatura;Não Gosta;Não Gosta;Não;Própria;Estatística;Civic;Honda;75;Chá mate gelado e pastel;Gosta;Pequi;Capim-dos-pampas;Pelicano;Navegação;Paragominas;Pública;0;
id-0004262;Sophia;Feminino;71;Casada;W234303253;38779732640;Salinópolis;PA;Região Norte;1;1,98;92;Alérgica;Virgem;971463643;Celular;Não tem internet;sophia_464@gmail.com;Caixa Econômica;995470;Hipercard;Sim;TV aberta;Gosta;Gosta;Raramente;Própria;Gestão de Seguros;Corisco;Chevrolet;139;Jaca em compota;Gosta;Banana;Begônia;Hiena;Caça;Mamoré;Pública;0;
id-0004263;Natália;Feminino;42;Casada;M577421883;44445775100;Agudos do Sul;PR;Região Sul;1;1,55;108;Alérgica;Capricórnio;951399173;Celular;4G;natalia_949@gmail.com;Caixa Econômica;390415;American Express;Não;TV aberta;Não Gosta;Não Gosta;Raramente;Alugada;Libras;A1;Audi;77;Doce de abóbora;Gosta;Tomate ;Camarão-azul;Búfalo Africano;Wakeboard;Tupi-MG;Pública;0;
id-0004264;Carlos Eduardo;Masculino;65;Casado;W283873230;15817157796;Mato Queimado;RS;Região Sul;4;1,95;103;Alérgico;Aquário;910897995;Celular;Wifi;carloseduardo@gmail.com;Itaú;844978;Elo;Sim;TV aberta;Não Gosta;Gosta;Uma vez por mês;Emprestada;Teologia;CRX;Adamo;189;Pizza assado no forno à lenha;Não Gosta;Tomate ;Laurotino;Rouxinol;Boa Forma;Genoa;Particular;558;
id-0004265;Maisie;Feminino;25;Divorciada;W363139247;08066674468;Urandi;BA;Região Nordeste;1;1,84;110;Não Alérgica;Câncer;951476226;Celular;Não tem internet;maisie_120@outlook.com;Banco do Brasil;954655;Visa;Não;TV por assinatura;Não Gosta;Gosta;Uma vez por mês;Emprestada;Engenharia de Biossistemas;3500 HD;GMC;322;Acerola suco;Gosta;Manga ;Gazânia;Porco;Arco e Flecha;Ji-Paraná;Particular;507;
id-0004266;Charlie;Masculino;30;Casado;M800421341;37995119184;Mata Grande;AL;Região Nordeste;0;1,77;109;Não Alérgico;Áries;927666175;Whatsapp;Banda Larga;charlie_093@bol.com;Santander;462053;American Express;Sim;TV por assinatura;Não Gosta;Gosta;Raramente;Alugada;Gestão da Informação;Santa Fe;Hyundai;294;Macarrão com carne moída;Gosta;Pitangão;Boca-de-leão;Guanaco;Automobilismo;Samambaia;Não;x;
id-0004267;Lucca;Masculino;47;Casado;R668465185;72074380495;São Martinho;SC;Região Sul;3;1,52;77;Não Alérgico;Touro;957488480;Whatsapp;Não tem internet;lucca_119@yahoo.com;Bradesco;571088;Visa;Sim;TV por assinatura;Gosta;Gosta;Não;Emprestada;Quiropraxia;Hofstetter;Hofstetter;51;Bala de coco de festa de aniversário;Não Gosta;Abiu;Malva-rosa;Garça-real;Paintball;Concórdia;Particular;582;
id-0004268;Anacleto;Masculino;26;Casado;M763279793;16163734874;Santa Rita do Novo Destino;GO;Região Centro-Oeste;2;1,78;98;Alérgico;Leão;947985027;Celular;Wifi;anacleto@terra.com;Caixa Econômica;74251;Visa;Não;TV aberta;Gosta;Não Gosta;Uma vez por mês;Emprestada;Não tem;Up!;Volkswagen;293;Baião de dois;Gosta;Melancia ;Lírio-sangu-salmão;Morsa;Basquete;Assu;Particular;424;
id-0004269;Berenice;Feminino;53;Divorciada;W260433549;03142077553;São João do Carú;MA;Região Nordeste;2;1,73;109;Não Alérgica;Virgem;923369358;Whatsapp;Banda Larga;berenice@uol.com;Banco do Brasil;789543;Mastercard;Não;TV por assinatura;Gosta;Gosta;Não;Emprestada;Biocombustíveis;RAV4;Toyota;192;Chá mate gelado e pastel;Não Gosta;Marolo;Érica Erva-de-gato;Puma;Tiro;Olímpia-SP;Particular;453;
id-0004270;Pedro Miguel;Masculino;54;Solteiro;M425217134;50530779782;Sertãozinho;PB;Região Nordeste;4;1,88;100;Não Alérgico;Escorpião;915979886;Whatsapp;Banda Larga;pedromiguel_131@terra.com;Itaú;104807;Diners Club;Não;TV por assinatura;Gosta;Gosta;Uma vez por mês;Alugada;Manutenção de aeronaves;Kia Sorento;Kia;69;Pão de queijo;Gosta;Maçã ;Flor-borboleta;Papa-formigas;Tênis de Mesa;Oratório;Pública;0;
id-0004271;Teresa;Feminino;39;Divorciada;W070639251;87317509341;Pomerode;SC;Região Sul;3;1,96;106;Não Alérgica;Escorpião;949231457;Whatsapp;Wifi;teresa_206@gmail.com;Itaú;696530;Mastercard;Não;TV pela internet;Não Gosta;Gosta;Raramente;Própria;Geografia;Bianco S;Bianco;285;Palmito;Gosta;Pistache;Lavanda;Peixe-boi;Futebol;Passo Fundo;Pública;0;
id-0004272;Dinei;Masculino;74;Casado;W581318364;63968569962;Sena Madureira;AC;Região Norte;1;1,87;88;Não Alérgico;Câncer;975299054;Celular;Wifi;dinei_643@yahoo.com;Caixa Econômica;341146;Mastercard;Sim;TV pela internet;Gosta;Não Gosta;Uma vez por mês;Emprestada;Medicina Veterinária;Town Car;Lincoln;291;Cuscuz paulista;Gosta;Ingá;Calceolária;Peixe-boi;Bodyboard;Maracanã;Particular;530;
id-0004273;Ana Beatriz;Feminino;61;Casada;Y444469501;32125763895;Mondaí;SC;Região Sul;4;1,81;88;Alérgica;Peixes;926762433;Celular;Banda Larga;anabeatriz_437@uol.com;Bradesco;998438;Mastercard;Sim;TV aberta;Gosta;Gosta;Não;Própria;Design;Rancho TT;Edra;217;Geléia de mocotó;Não Gosta;Romã ;Confete;Vespa;Badminton;Goianésia;Pública;0;
id-0004274;Arthur Miguel;Masculino;46;Solteiro;Y943157976;68555639540;Flores;PE;Região Nordeste;4;1,96;61;Não Alérgico;Capricórnio;961060079;Celular;Não tem internet;arthurmiguel_419@bol.com;Banco do Brasil;186601;Diners Club;Não;TV por assinatura;Não Gosta;Gosta;Toda semana;Alugada;Radiologia;Town & Country;Chrysler/Dodge;211;Caldinho de feijão;Gosta;Damasco ;Gengibre-concha;Iaque;Caça;São Mateus;Particular;585;
id-0004275;Elizabeth;Feminino;26;Divorciada;Y928622482;22393620437;Iraquara;BA;Região Nordeste;2;1,98;68;Alérgica;Leão;976249359;Whatsapp;4G;elizabeth@gmail.com;Itaú;936963;Visa;Sim;TV aberta;Gosta;Gosta;Uma vez por mês;Emprestada;Gestão da Tecnologia da Informação;2300 Rio;Alfa Romeo;222;Bolo de rolo;Gosta;Groselha ;Begônia;Hiena;Punhobol;Vênus;Particular;433;
id-0004276;Aurora;Feminino;33;Solteira;Y673922902;73779678072;Cacimbinhas;AL;Região Nordeste;4;1,75;95;Alérgica;Câncer;943825055;Whatsapp;Banda Larga;aurora_154@uol.com;Santander;23236;American Express;Não;TV aberta;Não Gosta;Gosta;Não;Alugada;Engenharia de Biossistemas;GTL;Adamo;194;Vaca atolada;Gosta;Rambutão;Clívia;Cotovia;Rodeio;Misto;Pública;0;
id-0004277;Maria Heloísa;Feminino;41;Solteira;W097362633;17808231938;Itapiranga;SC;Região Sul;0;1,56;102;Não Alérgica;Áries;995722174;Whatsapp;Wifi;mariaheloisa_543@gmail.com;Banco do Brasil;876072;Hipercard;Não;TV por assinatura;Gosta;Gosta;Não;Própria;Naturologia;Série 8;BMW;333;Pingado de padaria;Não Gosta;Cagaita;Rosa;Leão do Mar;Levantamento de Peso;Santa Cruz-PA;Não;x;
id-0004278;Arthur Miguel;Masculino;22;Solteiro;M017207765;25528520637;Barão de Cocais;MG;Região Sudeste;1;1,81;66;Não Alérgico;Peixes;963719885;Whatsapp;Não tem internet;arthurmiguel@uol.com;Banco do Brasil;758531;Hipercard;Não;TV pela internet;Não Gosta;Gosta;Uma vez por mês;Própria;Sistemas Embarcados;Dardo F 1.3;Corona;170;Paçoca de amendoim;Gosta;Damasco ;Afelandra;Lagarta;Esportes de Inverno;Napoli;Pública;0;
id-0004279;Thea;Feminino;85;Casada;W875548914;23182594713;Guaramiranga;CE;Região Nordeste;4;1,96;65;Alérgica;Leão;904574703;Whatsapp;Wifi;thea@yahoo.com;Itaú;594821;Hipercard;Não;TV por assinatura;Não Gosta;Gosta;Não;Emprestada;Produção Audiovisual;Grand Livina;Nissan;274;Bala de banana;Gosta;Mamão ;Jacinto;Lagosta;Mergulho;Tanabi;Pública;0;
id-0004280;Mariah;Feminino;55;Solteira;W304158194;96760521602;Martinho Campos;MG;Região Sudeste;1;1,62;82;Não Alérgica;Câncer;922514668;Celular;Banda Larga;mariah@outlook.com;Bradesco;899183;American Express;Sim;TV aberta;Gosta;Não Gosta;Raramente;Alugada;Saneamento Ambiental;Max Sport 2;SR Veículos Especiais;127;Pizza assado no forno à lenha;Não Gosta;Veludo;Calceolária;Texugo;Bocha;Capivariano;Particular;530;
id-0004281;Vitor Hugo;Masculino;40;Solteiro;M109237342;02168623477;Canhoba;SE;Região Nordeste;0;1,83;110;Não Alérgico;Peixes;972557041;Whatsapp;Banda Larga;vitorhugo_442@yahoo.com;Banco do Brasil;244159;Diners Club;Sim;TV aberta;Não Gosta;Gosta;Uma vez por mês;Própria;Rádio, TV e Internet;Uirapuru berlineta;STV;235;Bolo de rolo;Gosta;Granadilla;Cleome;Pombo;Frisbee;Atlético Roraima;Não;x;
id-0004282;Rosana;Feminino;42;Casada;M152404988;26075274692;Novo Horizonte;SC;Região Sul;0;1,67;83;Alérgica;Escorpião;959227269;Whatsapp;Não tem internet;rosana@yahoo.com;Itaú;251433;Hipercard;Sim;TV aberta;Gosta;Não Gosta;Uma vez por mês;Alugada;Engenharia de Segurança no Trabalho;A3 Sedan;Audi;321;Bolo de rolo;Gosta;Mamey;Cravina;Hiena;Eqüestres;Crateús;Não;x;
id-0004283;Raphael;Masculino;79;Casado;Y453222388;92162673009;Caldazinha;GO;Região Centro-Oeste;0;1,53;108;Não Alérgico;Aquário;931604511;Whatsapp;Wifi;raphael_822@uol.com;Santander;832314;Diners Club;Não;TV aberta;Não Gosta;Gosta;Toda semana;Alugada;Engenharia Hídrica;Gordini;Willys Overland;294;Vaca atolada;Gosta;Macadâmia;Dedaleira;Lagarto;Futebol Americano;Sunderland;Não;x;
id-0004284;Eloise;Feminino;26;Solteira;W144822813;04232822448;Baixa Grande do Ribeiro;PI;Região Nordeste;1;1,65;64;Alérgica;Áries;904309197;Celular;Banda Larga;eloise_278@yahoo.com;Itaú;106794;American Express;Sim;TV pela internet;Não Gosta;Gosta;Toda semana;Própria;Engenharia Hídrica;L200;Mitsubishi;165;Quebra queixo;Não Gosta;Acerola;Sapatinho-do-diabo;Vison;Futebol Americano;Bandeirante;Pública;0;
id-0004285;Liz;Feminino;81;Casada;W397238704;02743590361;Santa Vitória do Palmar;RS;Região Sul;2;1,72;73;Não Alérgica;Câncer;914313713;Celular;Não tem internet;liz_317@bol.com;Santander;886801;Mastercard;Sim;TV por assinatura;Não Gosta;Gosta;Raramente;Emprestada;Odontologia;WM II;Polystilo;140;Cachaça artesanal de qualidade;Gosta;Butiá;Begônia-asa-de-anjo;Antílope;Basquete;Humaitá;Particular;517;
id-0004286;Isabelly;Feminino;37;Casada;Y157538673;99197275898;Olho D´água;PB;Região Nordeste;1;1,53;103;Não Alérgica;Escorpião;934405850;Whatsapp;4G;isabelly@outlook.com;Itaú;640231;Elo;Não;TV aberta;Gosta;Não Gosta;Uma vez por mês;Alugada;Engenharia Mecatrônica;Chambord;Simca;55;Requeijão cremoso;Gosta;Jatobá;Antúrio;Sapo;Arco e Flecha;Santo André;Pública;0;
id-0004287;Maya;Feminino;71;Solteira;R296205349;19767100751;Bandeira do Sul;MG;Região Sudeste;3;1,55;103;Não Alérgica;Leão;907703640;Celular;Banda Larga;maya@uol.com;Banco do Brasil;433568;Elo;Não;TV pela internet;Gosta;Não Gosta;Uma vez por mês;Alugada;Gestão Pública;Itaipu E-500;Gurgel;197;Peixe na telha;Não Gosta;Cabeludinha;Moreia-bicolor;Medusa;Caça;Brasil;Pública;0;
id-0004288;Aurora;Feminino;48;Solteira;M707838285;28891616915;Santa Maria;RS;Região Sul;2;1,55;78;Alérgica;Touro;921919230;Whatsapp;Wifi;aurora_259@uol.com;Itaú;188366;Visa;Sim;TV aberta;Gosta;Gosta;Toda semana;Emprestada;Engenharia de Produção;C-15 ;Chevrolet;75;Leitão à pururuca;Não Gosta;Acerola;Margarida;Lula;Wakeboard;Ypiranga-AP;Pública;0;
id-0004289;Juliano;Masculino;32;Divorciado;W194688979;42310982106;Pratânia;SP;Região Sudeste;3;1,67;100;Não Alérgico;Escorpião;927616146;Celular;Banda Larga;juliano_004@bol.com;Caixa Econômica;68366;American Express;Não;TV aberta;Gosta;Gosta;Raramente;Alugada;Arqueologia;P-018;Puma;188;Buchada de bode;Gosta;Cagaita;Cravina Cravo;Lula;Hóquei;Ypiranga-AP;Pública;0;
id-0004290;Alice;Feminino;49;Divorciada;Y406668006;11638459768;Santa Maria de Itabira;MG;Região Sudeste;1;1,85;77;Alérgica;Virgem;930828380;Whatsapp;Banda Larga;alice_259@bol.com;Santander;524654;Elo;Não;TV aberta;Não Gosta;Gosta;Uma vez por mês;Emprestada;Ciências Econômicas;Nick;PAG/Dacon;114;Caldinho de feijão;Gosta;Pulasan;Flor-borboleta;Tartaruga;Automobilismo;Iguatu;Particular;504;
id-0004291;Kauê;Masculino;71;Casado;M170512139;87342322921;Lajeado;TO;Região Norte;3;1,69;78;Alérgico;Aquário;950417818;Whatsapp;4G;kaue_500@uol.com;Santander;823650;Diners Club;Sim;TV pela internet;Gosta;Gosta;Raramente;Própria;Psicologia;Kia Forte;Kia;283;Galinha à cabidela;Gosta;Umbu;Ciclame;Não gosta de animais;Skate;Napoli;Pública;0;
